
Age,Gender,Income,Region,PreferredCategory,PurchaseFrequency,AnnualSpending,Tenure,LastPurchaseDays,LoyaltyScore,CLV
39,Male,48.80382566710989,Suburban,Electronics,2,119.41957296104162,2,14.021143917470493,27.47702643438418,65.62589526066822
43,Male,30.70443123455602,Suburban,Electronics,3,77.96184460920975,4,3.678112717044304,36.97381985476586,115.30188792504678
46,Male,21.157803172185744,Suburban,Home,3,71.30499869171746,5,2.933540974702612,42.19221043096155,150.42577547901905
31,Male,31.615838570923906,Urban,Fashion,1,24.30418830582117,3,50.71938522307007,30.695517176530664,22.380888888089082
37,Female,58.52397413701331,Urban,Books,3,280.1345808105919,9,18.29510762194731,67.32379342418116,1697.3750384515688
36,Male,55.33963498131758,Urban,Electronics,1,62.363651562717905,5,31.45996419731957,36.125541333147254,112.64603361074795
35,Female,44.05296932733204,Urban,Electronics,2,145.57001919462152,2,30.894283265520468,28.140556649140237,81.92842743125357
52,Female,107.70400159854574,Urban,Health,5,623.9424611704358,3,14.73534609548725,39.65473501772458,742.2681889206162
42,Male,92.00948740507133,Urban,Health,2,151.86139293531824,9,32.14062380637622,52.36903088368091,715.7550579001635
31,Male,48.30083164289712,Urban,Beauty,3,167.9494382284267,7,11.235512467808547,45.92271271843913,539.8885662091094
46,Male,56.91606680077526,Urban,Electronics,1,66.94118747104382,2,56.08668905447861,26.343840875132464,35.26975981459179
54,Female,29.862425474746818,Suburban,Home,1,31.343535922074075,9,120.61823349630215,38.56339694203662,108.78418955969337
47,Male,38.86125798334872,Rural,Sports,2,86.3725806815009,4,13.07857954364399,42.581940722597395,147.1164844254973
29,Female,38.30629607273935,Urban,Sports,3,131.33097305041366,9,19.310204681827305,62.216145079543054,735.3816185467884
36,Male,27.714518717068643,Rural,Books,1,19.99648413518682,2,10.501371671979433,40.24956245210666,16.096994740435235
48,Female,53.97787939638219,Suburban,Electronics,2,76.0477051395799,10,37.759906626809446,53.34788599137784,405.6984303692227
35,Male,107.03161384112536,Urban,Electronics,5,411.7441539152925,4,15.573012151154552,38.06350305237095,626.8969943740251
43,Male,25.008072804058543,Urban,Beauty,1,24.773251368061402,5,57.02459288652767,43.83285044622546,54.29411111414929
45,Female,31.50895949909733,Suburban,Electronics,2,57.12189436467227,2,26.245205815833035,33.89850468127423,38.726936070481905
33,Female,67.6608027838469,Suburban,Home,1,49.112477633459775,10,106.49933643000796,57.82898383924781,284.01246753707653
39,Male,118.40399835826462,Suburban,Health,6,814.199466157295,1,3.8343367745273924,42.953748717946425,349.72919275606574
17,Female,29.499229617600236,Urban,Electronics,2,60.64633085360608,7,9.779617746858964,54.57464861091194,231.68265371136619
32,Female,57.96326249823034,Urban,Electronics,5,289.97367055597374,10,10.913750681870551,73.55452659790052,2132.8876063600214
38,Female,25.610087066217194,Urban,Beauty,2,45.99994545466148,1,28.666616924711548,29.2997858008584,13.477885486727512
31,Female,25.8655982298007,Urban,Fashion,1,22.48303122820679,8,68.90458559847862,40.472630318177075,72.79579290649953
51,Male,96.6028166214771,Urban,Beauty,3,219.69814071149392,3,18.129733454924043,50.87679357462861,335.3261086112516
29,Male,105.51048260224267,Urban,Beauty,3,374.804149895816,10,13.377598204393996,68.81247952247445,2579.1202889644283
36,Male,34.567923131166246,Suburban,Home,3,82.0464513612156,6,11.119609531807853,52.63625356843531,259.11706909435435
40,Female,87.95231573979483,Rural,Books,3,266.56246036702726,7,11.313773083689442,58.902761438403225,1099.0885508002975
50,Female,74.92688568959522,Urban,Electronics,3,305.4505001290376,10,38.218039642151865,61.55429438852754,1880.179000606575
29,Male,95.93314598436147,Rural,Beauty,3,253.33779831244397,1,11.893830151620241,34.247318932934824,86.76140376573785
48,Male,59.78632705651564,Urban,Beauty,2,142.35943709519762,6,3.9272949499438523,48.73780267797734,416.29716926962016
40,Female,52.527883208521764,Urban,Fashion,2,115.19261453186027,7,30.261085187146694,52.149968921778964,420.5103887498484
33,Female,35.75759739727059,Urban,Beauty,3,111.00075934930561,6,35.40293641380229,48.236904246763046,321.25998000302656
43,Female,68.8404539636105,Suburban,Sports,3,219.59078252954228,4,1.3094879052276145,46.383406674758554,407.41474272384903
41,Male,33.684219485462165,Rural,Books,2,63.13921163131892,1,17.91899881745708,28.386038728008483,17.922721066225428
35,Male,28.593362214408934,Suburban,Electronics,1,27.688274575128858,9,121.66296421345126,51.986835443437506,129.54831966449447
40,Male,30.33495358612436,Urban,Electronics,3,75.39321827891716,4,22.067840324006188,46.33158566789946,139.72349405873175
37,Female,65.159392177041,Suburban,Fashion,2,126.40266697088217,7,17.360303106627793,55.63137739541369,492.23681290307576
40,Male,22.187270715567287,Urban,Home,1,18.183483663367983,7,44.02237935314163,40.21446451880917,51.186734102620065
44,Female,54.70947322653705,Rural,Electronics,2,131.45124158205743,2,27.651479338870153,33.513699792150206,88.10834895372969
51,Male,111.9139701943274,Suburban,Sports,7,432.530072014075,1,8.644901662094862,58.88974224226709,254.71584452938097
31,Female,23.728552884153753,Urban,Electronics,1,25.518938398843737,8,78.84101818150998,48.264206964309686,98.5321059513011
54,Female,62.935579321666296,Suburban,Sports,4,262.00857247933925,8,9.499804589679242,56.560561666275696,1185.5481616648426
26,Female,46.43418195376595,Suburban,Books,3,141.95540005858436,7,19.887079215053937,66.60448570572328,661.8406489836549
38,Male,106.9964497365029,Urban,Books,5,645.1242590800772,8,2.5017221196425514,68.00960958196775,3509.9719193513815
44,Male,29.821792588512583,Suburban,Health,1,26.58106847930615,3,40.574246571609415,22.87454304863887,18.240893856261188
41,Male,43.848681840944906,Urban,Health,1,44.782839538998914,2,34.137625254843606,24.16705618367262,21.645387984067646
35,Female,117.47109031685757,Suburban,Sports,3,193.13302614307935,7,13.847110812364734,57.281229405160545,774.4028023350219
38,Female,88.98112634802926,Suburban,Home,4,306.21037577123826,8,4.0880941616325215,62.49280231723016,1530.8755584445405
36,Female,51.89747562985619,Suburban,Electronics,3,181.44033343338316,1,7.315387181047355,36.34623266702743,65.9467257415278
35,Female,62.00569197230943,Suburban,Beauty,4,158.38763310188097,10,24.184160203647114,78.0838986936101,1236.752389744796
45,Female,71.48637349428715,Suburban,Electronics,1,71.36759231456955,9,22.065860014012237,44.85700866365247,288.1203036082797
42,Male,84.76267271532404,Urban,Health,2,135.1788158583193,4,23.752982909531212,37.91681977172871,205.02203191422382
35,Female,60.61679849847972,Suburban,Beauty,1,56.57748458161804,4,10.062423107642124,26.128893397253265,59.132282532713525
46,Male,32.14408250165287,Urban,Sports,1,26.093196923626785,3,19.030580106455748,35.44774388844931,27.748348853387874
42,Male,110.39658410894717,Urban,Beauty,5,364.6802424073197,6,42.064761147159665,53.62796071690932,1173.4234628431625
45,Female,61.76441555277225,Urban,Electronics,2,130.0314870532866,1,34.98088487973699,33.67457273289354,43.78754768342204
44,Male,56.329721609166775,Urban,Electronics,2,106.81205502676659,6,17.221578897849028,48.4490395460754,310.4964886793637
34,Male,25.862048896756402,Suburban,Home,2,57.26017912125734,2,10.439257602651464,46.43438518282778,53.176824259083524
36,Female,60.86143883046375,Urban,Fashion,5,350.1556673569551,9,4.440965941597625,71.66860010487828,2258.564984843616
45,Male,24.639304940071966,Suburban,Beauty,1,30.899218419338776,2,139.04668520028522,25.164011322843898,15.550965643425355
44,Female,30.78649516505393,Urban,Health,2,61.08267345762485,7,37.440675416176504,48.95700368887435,209.3297268853873
39,Male,32.18279902078834,Urban,Health,2,81.38830634472238,1,0.24181893522994988,26.39262464974595,21.480510202347947
40,Male,69.03934841086195,Suburban,Fashion,1,50.10973378973917,7,35.315761652003566,45.040245331988984,157.9868292387357
48,Male,64.55601346687243,Urban,Electronics,4,304.22676177022754,5,3.1499687022681724,47.37326525006592,720.6107540754801
35,Male,24.95134647645031,Urban,Home,2,53.408541768747966,8,27.694266063342656,52.03719664052953,222.3384632243418
43,Female,109.28731391507796,Suburban,Home,2,222.05919626255692,4,27.230077640776447,33.49705644925107,297.53317729128764
38,Male,80.574954697117,Urban,Health,2,171.9043672360842,10,27.053799183786683,58.99111918770277,1014.083101651047
38,Female,100.31190561513112,Suburban,Home,3,219.50933383882852,7,19.627627718601392,57.054483461763674,876.6794160047142
47,Male,52.71997058770866,Urban,Books,1,35.468982175356786,6,21.54862484499269,30.083960471085806,64.02284746278484
45,Female,58.1710355889516,Urban,Fashion,1,79.71518846858017,5,42.64473159144063,32.50148117811876,129.54308488108737
45,Female,73.74876419148185,Suburban,Electronics,1,67.8124811117241,4,60.29306553701019,33.7846802903458,91.64091976218847
49,Female,90.31053731313197,Urban,Books,3,248.19545880316525,7,41.99023812573052,37.89675012726626,658.4060899490032
40,Male,52.00807993349746,Urban,Fashion,2,72.33759383337465,5,48.86250429185652,50.59021105745348,182.97870697093845
44,Male,27.58628238908984,Urban,Sports,4,66.68963979158072,5,51.92976229281693,46.02222370501251,153.46027606474155
37,Male,50.466713917412875,Urban,Beauty,3,142.13497829697027,1,21.169415455182893,30.542895739541194,43.41213823066313
42,Female,101.84005473992194,Suburban,Health,2,178.83498544067652,2,16.83098241796791,31.252177507604948,111.77965419123939
39,Male,76.2467845846956,Urban,Home,5,366.1432529564605,5,14.583562389517539,56.209086416213346,1029.0288873071577
40,Female,63.23079273116029,Suburban,Sports,1,62.024156079516096,3,20.89333378427595,27.662079954682756,51.4715149377989
44,Female,57.47646497873713,Rural,Home,1,89.51790781630989,2,176.16443876003834,32.14651277438908,57.553771343071794
34,Male,95.62283096626683,Urban,Books,5,420.1384171179653,4,10.472795534036848,56.02075491942834,941.4588519040835
54,Female,22.184045956516716,Rural,Electronics,2,59.417110938829566,4,44.37894860930963,30.502679420862112,72.4952434832367
32,Male,68.83109777147159,Urban,Electronics,2,186.40642577988908,4,24.757178551053943,38.676863304277035,288.38463395710534
31,Male,29.61081401493599,Rural,Electronics,1,33.78208430593722,4,12.830324652605025,29.560595962492847,39.94474179754723
48,Female,29.09760043204687,Urban,Home,1,26.291709516629005,3,41.31112124547701,22.777739966770262,17.96597167954904
45,Female,45.965537839224304,Suburban,Sports,4,116.4300894463979,7,9.177933632490918,57.215769418839585,466.31460058259796
44,Female,31.49376454182843,Urban,Electronics,2,67.69310885005262,9,3.462403442269222,48.55456610853974,295.81285758772106
44,Male,52.48208949904816,Urban,Sports,1,63.21545873898455,5,7.178292067205608,45.2658667096899,143.07512646353882
39,Male,27.868212018972283,Suburban,Home,2,76.88533097924514,4,43.50731166215346,39.543504890434605,121.61261846321854
33,Female,71.48445709196756,Suburban,Books,1,52.327343939602294,2,20.459800266216977,23.780327318924467,24.88722733227362
40,Female,30.56635205268882,Urban,Sports,1,27.55720676755159,2,49.91171179306134,22.72770801410663,12.526242981945515
35,Female,22.808610108413166,Urban,Books,2,33.458976477869214,5,20.94080798074495,48.65373736229603,81.39521269827446
46,Male,34.596144672876015,Suburban,Home,2,55.904967560675146,7,18.424054589407767,45.70632087584352,178.8647270117289
38,Female,26.65927957230503,Suburban,Home,1,29.8438107141029,10,52.102417792603,58.00441857723263,173.10728886005248
34,Male,78.73297776217545,Rural,Health,2,125.49514739927503,10,48.92997430711513,56.856448988498556,713.5208446410988
37,Male,70.80048065714648,Suburban,Home,6,323.7741029991019,9,8.138929928652955,69.76550620414912,2032.9437772373994
42,Female,55.52678104341249,Rural,Home,3,191.78045207356473,7,29.16402885163986,57.33057018850525,769.6417867870739
36,Male,72.81016361735112,Suburban,Fashion,3,233.32249405523666,5,27.582572717505098,43.24044644819037,504.44844046768384
34,Female,30.339277552637018,Urban,Electronics,2,63.34857460379247,10,31.976541199005254,61.134159555740695,387.2761867456992
41,Male,112.79160512683329,Urban,Health,2,181.2125795563405,10,28.05094599022353,55.52997083688205,1006.2729258039757
41,Male,64.84732817294474,Suburban,Beauty,3,247.13166063558572,10,2.778590574542625,65.4269504002122,1616.9070902726542
36,Female,51.536433450091266,Suburban,Health,3,148.96260496095496,6,10.00512731561704,59.62575327101233,532.9204518005506
36,Female,26.78225083841269,Urban,Health,4,164.04081858518143,3,28.56230050329742,44.016889361772726,216.61699687435686
41,Female,35.14980408790581,Urban,Beauty,2,70.20680430436488,5,16.62820253902175,38.85317819490661,136.38787390662125
29,Female,28.326123339467294,Rural,Fashion,1,11.330350702998405,8,45.0875830853316,53.07348638963122,48.10729710602675
30,Female,27.981757683790015,Suburban,Books,1,10.893574492517066,1,42.64434170756526,23.034426468429103,2.5092724062623923
34,Female,50.44877420650647,Urban,Home,2,111.97085114800836,1,15.192032471228492,39.77121617813907,44.532169266576716
38,Female,64.23599065593461,Urban,Electronics,1,81.71579828182985,7,50.016189414520674,51.27455719472681,293.295896090011
42,Male,80.62524919243145,Urban,Sports,4,248.9324721317548,5,10.851786170270596,45.182179581975625,562.3655829821043
50,Female,49.32467085745727,Urban,Beauty,1,72.22290477013598,5,35.11707663379938,26.528820347409912,95.79942328075158
46,Male,100.36329185009137,Urban,Books,2,272.8114632289423,1,10.144706811658024,22.286003124607802,60.79877121949034
38,Female,74.12220555415429,Urban,Beauty,1,74.90280304683932,9,18.022579809668454,44.317596244648854,298.75609647200514
39,Female,98.80537913131427,Suburban,Home,5,538.2269613883641,1,15.936894060820293,47.53102504399711,255.824791811048
32,Male,32.26185898124867,Urban,Fashion,1,37.89759447668369,5,1.5221825532388107,47.590296023341466,90.17788698589638
39,Female,24.688032359265602,Suburban,Beauty,2,69.79794461805992,10,25.177038237807576,61.139519951983004,426.7412827583278
37,Female,32.141535486038244,Rural,Home,1,36.11784943814618,9,96.91329714901438,49.163483361362154,159.8111360910435
42,Male,58.12855734995451,Urban,Home,2,116.85044410883197,4,27.782266362948313,40.00138122344096,186.96716643703073
34,Female,114.78594993519795,Suburban,Fashion,5,643.5774376180157,8,8.100633145760865,61.67333205819705,3175.3252012303583
43,Female,35.936930257823754,Urban,Health,1,39.13411199737449,6,22.46969481419278,45.0304846722656,105.73368182762984
50,Male,138.8434546302792,Rural,Health,9,1476.8397844224487,3,5.249793293958031,66.16014469991266,2931.2380150793106
39,Female,32.89816586606788,Urban,Electronics,2,38.37205284237639,4,50.600963399748466,43.054877798971205,66.08416184096724
42,Male,104.8869447487325,Suburban,Electronics,4,434.5696150543347,2,23.61808160612308,37.5400992684789,326.2757297640877
44,Female,30.97192150788668,Suburban,Health,1,33.15561918992587,1,46.73571039069933,23.401458510101214,7.75889846849766
37,Female,28.23416853594656,Urban,Books,3,79.83352436534562,8,27.825619730817575,59.85869903323934,382.29847261984025
41,Female,63.38483843461691,Urban,Sports,3,218.33540431995283,1,13.226278357612252,41.2508978309514,90.0653145648184
40,Male,28.522992949304854,Suburban,Home,6,243.2007681021259,1,5.159539038884124,44.62616786942374,108.53118303298264
40,Female,30.84230488134807,Suburban,Sports,1,30.631717061457767,4,75.87140546218646,38.34670398029854,46.985015462559254
34,Female,36.587987678039795,Urban,Home,4,164.79420776614324,10,29.836514337672018,64.01741879472637,1054.969981351034
40,Male,84.90186152080538,Suburban,Health,2,228.47151088359786,10,62.58299400366408,67.47485775302192,1541.6082697488766
43,Female,71.39878561129045,Urban,Electronics,3,213.93406941645486,6,19.21224529991024,46.359209791970684,595.0688643436471
50,Male,36.58557533669933,Suburban,Books,2,54.6419346830467,9,10.139178670655832,54.106414759149445,266.083126308295
46,Female,58.81931473008921,Urban,Electronics,4,260.6370708950319,1,1.1957325699773131,37.80582585394595,98.5359971334014
55,Male,38.78145100991405,Rural,Sports,1,16.738079187656375,7,23.71615230530701,51.970960051246905,60.892583135740765
34,Male,26.960890064527838,Urban,Electronics,3,33.03182823815884,10,17.62537999934528,64.28284137345615,212.33797749088137
46,Male,72.96994546561109,Urban,Health,3,227.64935000153463,5,33.40495842909928,41.95805321838269,477.58617712473085
41,Female,29.88565968850559,Urban,Books,2,23.7415929146943,8,8.120341109578902,53.786421451954205,102.1580257960382
55,Male,25.003488838525445,Urban,Sports,1,16.111241612522353,7,51.86712473354119,42.03064877832131,47.40161563190214
34,Female,54.95225078771782,Suburban,Books,2,95.48243115110436,4,21.786296134344408,39.90153957009418,152.39584019298337
34,Male,34.20310013252276,Urban,Home,2,53.826107943596845,4,19.12487159343841,35.21505956774835,75.81958390135262
35,Male,65.4673356820138,Suburban,Electronics,2,121.05256547728862,6,25.05156852245155,43.7488945819371,317.7549555563363
25,Female,57.61067900830306,Urban,Books,7,494.8539464247979,6,22.01110980559957,76.01860585183572,2257.0864264495285
36,Female,28.165877940926563,Urban,Fashion,3,85.9539838952418,9,15.10870587635713,50.796088602163515,392.95135634864744
34,Male,56.08241850956178,Urban,Electronics,3,127.62616032146732,5,20.447557736165066,46.89310383640477,299.2393394098105
41,Female,25.387949077507486,Urban,Home,1,32.625186550646816,8,13.868085540636846,51.11876405352836,133.4207370787889
42,Female,124.23063534204162,Urban,Books,4,306.63811109683945,5,27.16544922337182,49.71029668277754,762.1535738435194
53,Female,56.7767953078866,Urban,Sports,1,57.52920378991094,2,100.72620159925842,35.41299514220816,40.74562828694439
46,Male,118.25737781238244,Urban,Home,5,349.0835786868231,6,2.0337360401524975,47.69897102072896,999.055650215708
35,Male,75.21316051922452,Urban,Fashion,5,383.79632306698034,9,1.0616501340303826,63.91538287762506,2207.7440042265657
33,Female,34.9915544907398,Suburban,Books,3,92.74820385413406,3,28.90207064679892,30.860164322069398,85.86674434546102
43,Male,55.683796872819514,Suburban,Beauty,2,135.83918569189285,1,33.184587680193104,38.95734172261538,52.91933576320876
30,Female,106.05595135504915,Urban,Beauty,4,480.63092440249716,1,3.0319226588419115,37.052842024019625,178.0874171374425
52,Female,59.758043936090836,Urban,Health,4,195.7880426367346,3,6.797982689353002,31.243171219136112,183.5111801627706
48,Female,86.44447208904808,Rural,Electronics,3,200.4788608679517,10,13.881035423445281,55.87373676120616,1120.1503098322407
36,Female,104.86538922582405,Suburban,Sports,4,370.96206273609454,5,5.09195694726749,45.01373223683542,834.9193481013352
28,Female,24.10480104420099,Suburban,Health,1,33.99107545562719,3,26.751438059509322,32.02051999291743,32.65235733623026
49,Male,35.93839694230782,Urban,Books,1,48.46567524481749,9,62.73475118474182,46.950590699168956,204.79428732404438
39,Female,55.35382702701607,Suburban,Beauty,5,201.38155015128626,8,14.302484863515534,68.54682774245772,1104.3253142983465
48,Male,62.01159655872839,Suburban,Beauty,1,71.44071289227006,3,70.07697992689513,28.171099743889755,60.376903459881916
50,Male,104.24931807319213,Suburban,Beauty,1,56.75921436953662,9,94.40132240508933,46.57089794111782,237.89948216595462
56,Female,96.11642539443883,Rural,Books,4,327.80999356201966,6,9.916951625234473,46.069801662427125,906.1284831818256
60,Female,32.933469007376374,Urban,Beauty,1,24.28463139891902,7,132.82506397113673,29.885953308196147,50.80385520663935
60,Female,27.62548171688738,Urban,Home,1,33.609908873510456,4,41.38875377652671,19.21174322961494,25.828197569945583
57,Female,68.71297297457244,Suburban,Books,2,89.3581698447655,4,36.622282160200754,31.966459987207084,114.25857443491005
63,Male,23.270101598766257,Suburban,Sports,2,49.47428639750407,2,26.820894146779928,26.412087781604956,26.13438390526283
53,Male,101.89569369319618,Urban,Health,3,293.5116958336956,5,31.124031473325555,40.24026072720208,590.5493583415572
59,Female,79.38928999058285,Urban,Sports,6,437.22489879421477,8,12.170844374538214,53.92003170235995,1886.0144323236145
60,Male,49.99668675394425,Urban,Fashion,4,272.21794193988336,7,27.869527961443264,51.78477824411864,986.7722030199058
63,Male,26.611275147375743,Urban,Beauty,2,73.57098564037244,7,29.185108290119036,49.13541330341046,253.0458550605283
64,Male,65.13907849658915,Suburban,Fashion,5,301.38083862096573,6,16.883746293291345,50.44898965466648,912.2615285822284
53,Male,61.79581781939598,Suburban,Electronics,2,108.38740348077468,3,31.070185723261247,29.091236001008475,94.59370602587232
50,Male,63.50630099273559,Urban,Electronics,3,113.99706246895636,5,58.24061572435388,43.03086313211573,245.26959962824537
67,Male,32.44593565073832,Urban,Fashion,1,31.114933386492616,1,102.25406722356097,11.82254522162885,3.6785770702977825
61,Male,66.3472146856177,Urban,Books,3,284.38926422224756,7,41.16781376398514,40.18883768685259,800.0491785797938
55,Male,116.64549762934334,Urban,Sports,2,216.75148453231503,9,30.281705740531535,51.64595932936207,1007.4904519261314
69,Female,32.04909328464257,Suburban,Fashion,1,36.37258737266268,1,50.168309481941414,21.69605208960611,7.891415502710389
60,Male,28.793711726907286,Rural,Electronics,1,17.984570837657635,2,164.3352895930061,21.708952683472344,7.808523946945323
67,Male,33.362868506013655,Suburban,Fashion,1,28.547072451273877,3,21.982440602910707,13.47561920636561,11.540684334296905
60,Female,78.99881934895215,Urban,Books,5,423.03538865288414,3,8.693335855557226,44.98896685490097,570.9577523566427
72,Male,58.67366253617426,Rural,Fashion,3,173.45230902938783,8,6.031730878907445,56.07024418502057,778.0410657386739
70,Female,50.254706953293585,Suburban,Sports,1,58.19093832910342,7,88.57745856918113,33.22495362720302,135.33738592555244
58,Female,35.53540334643486,Suburban,Health,1,28.974101971773912,6,45.879516120145084,34.15521556742733,59.37700192311355
65,Male,29.398094180232007,Urban,Books,1,15.875051651587773,10,66.03020484155063,40.58127679387475,64.42298651901419
63,Male,38.27330453985964,Urban,Electronics,2,94.09887324756673,10,61.023808507093726,52.39565887835594,493.03724635171596
68,Female,68.47421677150422,Urban,Sports,1,50.35074665327785,4,35.00409537960674,22.68952712197138,45.697385272042304
54,Female,91.97007721069116,Urban,Fashion,2,198.94690577633725,9,25.402775114491185,54.79639837723185,981.1416514354005
64,Male,29.547333588479198,Urban,Fashion,1,31.56262862128954,1,25.2998082470723,14.956541712018666,4.720677715152712
66,Female,63.319803305690144,Urban,Health,1,35.50336515938912,2,80.65017145188386,22.353401785039264,15.872419722575792
49,Male,61.904996797790666,Urban,Electronics,3,225.04758680583885,4,12.248298529394438,40.40161210303553,363.6914122741487
52,Female,67.09451817139039,Suburban,Electronics,2,110.5749694833235,3,13.124338451753802,40.064446985435396,132.90375008342252
47,Male,55.645136294301565,Urban,Home,3,162.46372832733744,1,29.747565706626983,34.28073026432358,55.693752485258
58,Female,65.13105798176083,Urban,Electronics,1,56.926901420483254,5,79.78110099449256,38.97948104006905,110.94905372948033
64,Female,96.10679983624124,Rural,Health,2,259.3772525117036,7,18.13409025115352,41.23200639277472,748.6251173592035
69,Female,33.694052404437514,Rural,Beauty,1,43.21052138331661,2,23.279109963185025,18.89074294187304,16.325577036730845
60,Female,33.07683742006527,Suburban,Home,1,17.366652792507658,5,26.992271214711362,31.25349059676832,27.138425987398918
69,Male,50.645612979554045,Rural,Home,1,76.07571266930358,6,131.15228275760091,27.88739843755848,127.29322263780509
51,Male,70.85982116175032,Suburban,Fashion,4,225.95960725263672,7,18.89362354190698,56.13612169629713,887.9147207827064
49,Male,27.32018277442976,Rural,Fashion,1,40.01272449228663,1,25.53462362369476,19.292652740427013,7.719515988280647
59,Male,34.040288991405724,Urban,Electronics,2,61.17105988205444,7,28.871851735260012,42.75120409647814,183.0595526070917
62,Female,31.836436567006704,Urban,Home,2,55.91624312635107,4,13.932760664230907,36.56489872120845,81.7828706714198
59,Male,127.57275515192684,Urban,Fashion,4,459.5891906625496,8,25.36942075837027,61.99552232666247,2279.397754465026
47,Male,28.88267008814074,Urban,Health,2,49.8983065257011,4,49.888468988845325,37.60318930821384,75.05341865780882
59,Female,28.253416019409013,Urban,Fashion,1,44.24075751809072,6,36.038053425625776,39.050479724774604,103.65736826813226
52,Female,29.902901970561338,Suburban,Books,3,84.47625116553743,9,12.656676056829726,58.4427720852374,444.33236641344973
64,Female,28.484101085828623,Suburban,Books,1,25.278182928239303,5,8.712664836391566,28.33255899033956,35.80978044914673
62,Female,33.99970950971025,Suburban,Fashion,1,33.268123541453726,4,31.381211635798955,38.38346171656533,51.07782985341419
54,Male,43.83689391563412,Urban,Home,2,63.81245052196279,8,113.09306565751258,43.80767787449417,223.63802214785943
56,Male,24.73158790426823,Suburban,Beauty,2,66.44432568220037,9,24.597524688901863,49.54386201963671,296.2717653228065
53,Female,83.9829561763121,Suburban,Beauty,4,203.89066305544281,4,21.08980936072697,51.14837654476992,417.1470563169039
59,Female,34.751537959867875,Urban,Home,1,28.240418021554547,3,18.8743757459756,32.89173565843856,27.8662909334633
65,Male,77.10613372581925,Suburban,Sports,2,182.7104592047957,8,82.624614042104,43.460490879067194,635.2548996624162
54,Female,98.43326172193792,Urban,Beauty,4,381.9858290496615,5,11.335960592646963,51.52986151698092,984.1838436189104
63,Male,58.311782768099896,Urban,Books,2,127.33096679389661,2,11.411758743244679,24.86902720667111,63.33194554898301
56,Male,60.700521631131814,Rural,Health,1,80.60782755683192,10,83.3499297692382,45.20104999294915,364.3558443219384
55,Female,35.80939151304095,Urban,Home,1,43.00394128747159,9,179.09339627497943,38.880499078852246,150.48132296531
59,Female,25.36323432904713,Urban,Electronics,1,25.185547697449046,3,79.3346059994286,29.363851271840844,22.186340303632427
53,Female,62.38368982734785,Rural,Books,2,182.3403182979816,2,71.74170790986976,33.13499354523117,120.83690539678034
56,Male,114.62796444673644,Suburban,Health,1,92.75687137491165,1,60.84202715456038,17.804997966666136,16.515359062246144
52,Female,65.01094169939846,Urban,Health,1,60.84541021803345,8,17.151592793390215,44.184944614370615,215.07608644179743
71,Male,61.89581616598743,Urban,Home,1,58.96779252029347,3,8.476020491794415,35.399386583804116,62.62271050258264
60,Male,70.01046092567141,Urban,Health,1,65.48909967720375,7,47.80390670429805,43.17785594503126,197.9375238282468
55,Female,32.967677070007625,Suburban,Home,1,23.189115989165824,1,8.19461310428723,16.437024731550135,3.811600730167033
61,Female,33.38937659765454,Urban,Beauty,4,77.45320894034353,1,10.016574917785443,37.48558917659472,29.033791707466712
59,Female,53.45924316872576,Urban,Fashion,2,113.34732148320751,9,22.357083770446824,43.70457998263548,445.8417369822305
58,Female,72.54050654715314,Rural,Books,2,117.22056811220412,8,9.54332017487587,31.012797329615463,290.8270177380937
63,Female,32.556012997624904,Suburban,Sports,1,46.16032793317373,3,4.77323690459811,24.4423837281138,33.84805345074608
64,Female,73.73658545162958,Urban,Fashion,2,139.0067129234032,6,26.57800034866498,45.50489618685381,379.52916245131513
56,Male,29.31275742686154,Suburban,Books,1,26.371004665712782,3,17.094985669171844,33.63168424662915,26.607039065509095
56,Male,69.52874547202939,Suburban,Home,2,170.0174660912749,4,26.7900777694998,35.97506473435216,244.65557394416552
58,Male,38.06139128994323,Urban,Books,1,40.212858361825184,1,40.4368030695051,17.33579737819497,6.971219645586548
46,Male,73.14914453584048,Urban,Beauty,2,134.2836616558119,5,11.37697637262444,42.52113730845212,285.49470077742524
50,Female,76.39964529371393,Suburban,Home,2,123.19051340027082,1,7.285747984120788,25.543088037334336,31.46666129147533
68,Female,33.71063745535946,Urban,Fashion,1,61.95504222140759,1,122.51420721958229,14.476165984597891,8.968714747798668
69,Male,60.754336389015926,Suburban,Electronics,1,63.599375869744776,10,82.9574544564382,49.054455455972295,311.9832750630035
58,Male,43.980341881028316,Urban,Electronics,4,214.67035304004293,7,21.178234506128383,48.74759887922482,732.5264982880315
63,Female,96.30906267805076,Urban,Books,4,275.24863342829195,6,31.304899905911558,52.51396056015816,867.2637528054453
61,Male,25.783767023419042,Urban,Electronics,1,21.175782611324955,2,78.67398250873305,19.183514634625382,8.12451871247996
78,Female,40.85471358748907,Urban,Home,1,59.93235374730389,2,61.332322978479404,27.336904218558892,32.767300279656716
66,Female,29.120570937838316,Urban,Health,2,75.43762092773767,7,20.958785077077003,31.885716687463294,168.37678259346666
59,Female,101.84807210176729,Urban,Home,6,653.7603130897809,1,4.754963399453017,37.18282000814382,243.08652050085072
54,Female,108.27228064060701,Suburban,Health,3,282.0784117546757,2,12.657363688811593,32.35649466238172,182.54137248626554
50,Female,60.436024463724536,Rural,Fashion,1,54.62397749173053,8,26.20119802493915,33.524224928504125,146.49812063378567
